Patch,Player,Team,Champion,Position,Tree,Secondary,Keystone,Rune1,Rune2,Rune3,Rune4,Rune5,Stat1,Stat2,Stat3,MH,Number,KeystoneReverse,Rune1Reverse,Rune2Reverse,Rune3Reverse,Rune4Reverse,Rune5Reverse,,,
11.9,Fudge,C9,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Armor,Link,80,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist
11.9,Blaber,C9,Volibear,Jungle,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,Link,79,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Zoe,Mid,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Biscuit Delivery,Cosmic Insight,Nimbus Cloak,Transcendence,Attack Speed,Adaptive Force,Magic Resist,Link,78,Phase Rush,Manaflow Band,Transcendence,Waterwalking,Taste of Blood,Ravenous Hunter,Scaling CDR,Adaptive Force,Magic Resist
11.9,Zven,C9,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,77,Conqueror,Triumph,Legend: Alacrity,Last Stand,Biscuit Delivery,Approach Velocity,Adaptive Force,Adaptive Force,Scaling Health
11.9,Vulcan,C9,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Time Warp Tonic,Attack Speed,Magic Resist,Armor,Link,76,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Jayce,Top,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,75,Guardian,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Cosmic Insight,Attack Speed,Armor,Armor
11.9,Wei,RNG,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Absolute Focus,Gathering Storm,Scaling CDR,Adaptive Force,Armor,Link,74,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,TwistedFate,Mid,Inspiration,Resolve,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,73,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,GALA,RNG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,72,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Waterwalking,Transcendence,Attack Speed,Adaptive Force,Armor
11.9,Ming,RNG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Time Warp Tonic,Attack Speed,Armor,Magic Resist,Link,71,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,BioPanther,PGG,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Approach Velocity,Second Wind,Overgrowth,Adaptive Force,Armor,Armor,Link,70,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Hextech Flashtraption,Adaptive Force,Armor,Magic Resist
11.9,Pabu,PGG,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Armor,Link,69,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,Qiyana,Mid,Domination,Precision,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Legend: Tenacity,Presence of Mind,Adaptive Force,Adaptive Force,Magic Resist,Link,68,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Scaling CDR,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Aphelios,ADC,Precision,Domination,Conqueror,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,67,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist
11.9,Decoy,PGG,Thresh,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Cosmic Insight,Biscuit Delivery,Attack Speed,Armor,Magic Resist,Link,66,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,Adaptive Force,Adaptive Force,Armor
11.9,Armut,MAD,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,65,Guardian,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor
11.9,Elyoya,MAD,Volibear,Jungle,Precision,Sorcery,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Celerity,Attack Speed,Adaptive Force,Magic Resist,Link,64,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Lissandra,Mid,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ultimate Hunter,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,63,Phase Rush,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Future's Market,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,62,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Conditioning,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,Kaiser,MAD,Leona,Support,Resolve,Inspiration,Aftershock,Demolish,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,61,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Bone Plating,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,60,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist
11.9,Canyon,DK,Rumble,Jungle,Precision,Domination,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Cheap Shot,Ultimate Hunter,Scaling CDR,Adaptive Force,Armor,Link,59,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Zoe,Mid,Inspiration,Domination,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,Link,58,Fleet Footwork,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,57,Conqueror,Triumph,Legend: Tenacity,Last Stand,Transcendence,Waterwalking,Attack Speed,Adaptive Force,Magic Resist
11.9,BeryL,DK,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,56,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Hanabi,PSG,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Adaptive Force,Adaptive Force,Armor,Link,55,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor
11.9,River,PSG,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Nimbus Cloak,Absolute Focus,Adaptive Force,Adaptive Force,Magic Resist,Link,54,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Sylas,Mid,Precision,Inspiration,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,Link,53,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Taste of Blood,Ravenous Hunter,Scaling CDR,Adaptive Force,Armor
11.9,Doggo,PSG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist,Link,52,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Kaiwing,PSG,Rakan,Support,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Adaptive Force,Armor,Magic Resist,Link,51,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,BioPanther,PGG,Sett,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor,Link,50,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist
11.9,Pabu,PGG,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,49,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Bloodline,Coup de Grace,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Perfect Timing,Future's Market,Attack Speed,Adaptive Force,Armor,Link,48,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor
11.9,Praedyth,PGG,Senna,ADC,Inspiration,Precision,Glacial Augment,Magical Footwear,Biscuit Delivery,Approach Velocity,Presence of Mind,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,47,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Alacrity,Attack Speed,Adaptive Force,Armor
11.9,Decoy,PGG,TahmKench,Support,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Approach Velocity,Biscuit Delivery,Attack Speed,Armor,Armor,Link,46,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Bone Plating,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,Fudge,C9,Sion,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Cosmic Insight,Future's Market,Attack Speed,Adaptive Force,Armor,Link,45,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor
11.9,Blaber,C9,Lillia,Jungle,Sorcery,Domination,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Zombie Ward,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,Link,44,Conqueror,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Tristana,Mid,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Triumph,Legend: Bloodline,Attack Speed,Adaptive Force,Magic Resist,Link,43,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Magic Resist
11.9,Zven,C9,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,42,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Celerity,Scaling CDR,Adaptive Force,Magic Resist
11.9,Vulcan,C9,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Second Wind,Unflinching,Time Warp Tonic,Biscuit Delivery,Attack Speed,Magic Resist,Armor,Link,41,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Gnar,Top,Precision,Resolve,Fleet Footwork,Overheal,Legend: Alacrity,Cut Down,Overgrowth,Demolish,Attack Speed,Adaptive Force,Armor,Link,40,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Time Warp Tonic,Hextech Flashtraption,Attack Speed,Armor,Scaling Health
11.9,Wei,RNG,Morgana,Jungle,Domination,Inspiration,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Future's Market,Cosmic Insight,Scaling CDR,Adaptive Force,Armor,Link,39,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,Renekton,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Overgrowth,Second Wind,Adaptive Force,Adaptive Force,Magic Resist,Link,38,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,GALA,RNG,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Bloodline,Cut Down,Attack Speed,Adaptive Force,Armor,Link,37,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Waterwalking,Transcendence,Attack Speed,Adaptive Force,Armor
11.9,Ming,RNG,Rell,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist,Link,36,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,Khan,DK,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Approach Velocity,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor,Link,35,Guardian,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Approach Velocity,Attack Speed,Armor,Magic Resist
11.9,Canyon,DK,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor,Link,34,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,ShowMaker,DK,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,33,Arcane Comet,Nullifying Orb,Transcendence,Scorch,Taste of Blood,Ultimate Hunter,Adaptive Force,Adaptive Force,Magic Resist
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,32,Conqueror,Triumph,Legend: Alacrity,Cut Down,Sudden Impact,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,BeryL,DK,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,31,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,Conditioning,Overgrowth,Adaptive Force,Armor,Magic Resist
11.9,BioPanther,PGG,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,30,Guardian,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Adaptive Force,Armor,Magic Resist
11.9,Pabu,PGG,Udyr,Jungle,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Unflinching,Conditioning,Attack Speed,Adaptive Force,Magic Resist,Link,29,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,28,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,Praedyth,PGG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Overheal,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,27,Electrocute,Sudden Impact,Ghost Poro,Ultimate Hunter,Absolute Focus,Gathering Storm,Adaptive Force,Adaptive Force,Magic Resist
11.9,Decoy,PGG,Braum,Support,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Approach Velocity,Biscuit Delivery,Attack Speed,Armor,Magic Resist,Link,26,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor
11.9,Hanabi,PSG,Gangplank,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Time Warp Tonic,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,25,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Perfect Timing,Attack Speed,Armor,Armor
11.9,River,PSG,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Absolute Focus,Scaling CDR,Adaptive Force,Magic Resist,Link,24,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Renekton,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,23,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Taste of Blood,Ultimate Hunter,Attack Speed,Adaptive Force,Armor
11.9,Doggo,PSG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,22,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Absolute Focus,Gathering Storm,Scaling CDR,Adaptive Force,Armor
11.9,Kaiwing,PSG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,21,Fleet Footwork,Overheal,Legend: Tenacity,Last Stand,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Gnar,Top,Domination,Resolve,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Bone Plating,Demolish,Attack Speed,Adaptive Force,Armor,Link,20,Aftershock,Shield Bash,Second Wind,Unflinching,Hextech Flashtraption,Time Warp Tonic,Scaling CDR,Armor,Armor
11.9,Wei,RNG,Morgana,Jungle,Domination,Inspiration,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Future's Market,Cosmic Insight,Scaling CDR,Adaptive Force,Armor,Link,19,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,18,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Magic Resist
11.9,GALA,RNG,Varus,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,17,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Ming,RNG,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist,Link,16,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Armor
11.9,Armut,MAD,MonkeyKing,Top,Precision,Resolve,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor,Link,15,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor
11.9,Elyoya,MAD,Rumble,Jungle,Domination,Precision,Predator,Cheap Shot,Zombie Ward,Ultimate Hunter,Legend: Tenacity,Coup de Grace,Scaling CDR,Adaptive Force,Magic Resist,Link,14,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist,Link,13,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Cosmic Insight,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,Carzzy,MAD,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,12,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Alacrity,Attack Speed,Adaptive Force,Armor
11.9,Kaiser,MAD,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor,Link,11,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,Hanabi,PSG,Nocturne,Top,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,10,Guardian,Font of Life,Conditioning,Unflinching,Minion Dematerializer,Approach Velocity,Attack Speed,Magic Resist,Armor
11.9,River,PSG,Rumble,Jungle,Precision,Domination,Conqueror,Triumph,Legend: Tenacity,Last Stand,Ultimate Hunter,Cheap Shot,Scaling CDR,Adaptive Force,Magic Resist,Link,9,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Qiyana,Mid,Domination,Precision,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Presence of Mind,Last Stand,Adaptive Force,Adaptive Force,Magic Resist,Link,8,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist
